year,age,status,income,total_income,kommune
2022,8,utdanning,,,3033
2022,18,utdanning,,,1848
2022,24,sysselsatt,1184917,1184917,5034
2022,34,sysselsatt,1186903,1186903,0301
2022,18,utdanning,55215,55215,4617
2022,29,sysselsatt,590868,590868,0301
2022,19,utdanning,,,5001
2022,35,sysselsatt,893543,893543,3049
2022,25,sysselsatt,855864,855864,3024
2022,45,ufor,14071,245493,3025
2022,19,utdanning,116387,116387,5054
2022,33,sysselsatt,386299,386299,5401
2022,64,sysselsatt,831344,831344,5007
2022,22,sysselsatt,,,4624
2022,15,utdanning,,,0301
2022,8,utdanning,,,5001
2022,43,sysselsatt,684807,684807,3024
2022,37,ufor,45706,404982,4641
2022,36,arbeidsledig,75640,161395,4226
2022,30,sysselsatt,579504,579504,5033
2022,40,sysselsatt,1417506,1417506,1851
2022,29,arbeidsledig,256915,627791,3807
2022,52,ufor,43810,284765,3026
2022,22,sysselsatt,,,5061
2022,51,arbeidsledig,350257,1031156,3029
2022,42,sysselsatt,790060,790060,3441
2022,40,sysselsatt,825482,825482,5430
2022,25,sysselsatt,489502,489502,0301
2022,25,sysselsatt,362330,362330,5001
2022,25,sysselsatt,480123,480123,3004
2022,48,arbeidsledig,152985,626517,3005
2022,54,sysselsatt,1304065,1304065,1820
2022,58,sysselsatt,930869,930869,5001
2022,46,arbeidsledig,235976,1476465,3407
2022,76,pensjonist,,363497,3004
2022,29,sysselsatt,757876,757876,3413
2022,19,utdanning,,,5418
2022,26,sysselsatt,284588,284588,5001
2022,46,sysselsatt,611449,611449,1554
2022,28,sysselsatt,1198870,1198870,4601
2022,51,sysselsatt,1902262,1902262,0301
2022,5,utdanning,,,0301
2022,22,utdanning,77118,77118,3821
2022,18,utdanning,45592,45592,0301
2022,39,sysselsatt,266963,266963,1144
2022,-3,utdanning,,,
2022,15,utdanning,,,3801
2022,38,sysselsatt,346128,346128,3806
2022,18,utdanning,50367,50367,4646
2022,49,sysselsatt,750960,750960,1557
2022,53,sysselsatt,2510020,2510020,5412
2022,55,sysselsatt,396222,396222,3450
2022,78,pensjonist,,,1103
2022,18,utdanning,46084,46084,3020
2022,25,sysselsatt,142401,142401,3025
2022,51,sysselsatt,717106,717106,1815
2022,46,sysselsatt,2039704,2039704,3025
2022,68,pensjonist,,370662,1576
2022,61,sysselsatt,785548,785548,3029
2022,42,sysselsatt,532293,532293,3007
2022,37,sysselsatt,458280,458280,5001
2022,12,utdanning,,,5401
2022,31,sysselsatt,872855,872855,4220
2022,51,sysselsatt,872211,872211,0301
2022,42,sysselsatt,331853,331853,1103
2022,24,sysselsatt,,,3024
2022,43,sysselsatt,363463,363463,1133
2022,15,utdanning,,,5435
2022,38,sysselsatt,346375,346375,1507
2022,26,sysselsatt,242166,242166,3824
2022,-1,utdanning,,,
2022,37,sysselsatt,709331,709331,4624
2022,64,pensjonist,,491363,1507
2022,29,sysselsatt,1083889,1083889,0301
2022,3,utdanning,,,4601
2022,35,arbeidsledig,104291,607102,5001
2022,52,sysselsatt,725793,725793,3006
2022,34,sysselsatt,642792,642792,3003
2022,28,sysselsatt,737605,737605,3807
2022,64,sysselsatt,1194947,1194947,4645
2022,29,sysselsatt,643119,643119,1820
2022,35,sysselsatt,1026789,1026789,5045
2022,34,sysselsatt,2692581,2692581,5031
2022,37,sysselsatt,669306,669306,3002
2022,53,sysselsatt,1676530,1676530,3024
2022,52,sysselsatt,2288554,2288554,4204
2022,37,sysselsatt,316312,316312,3052
2022,53,ufor,79033,715717,1106
2022,42,sysselsatt,790487,790487,1108
2022,21,utdanning,,,0301
2022,43,sysselsatt,622893,622893,4601
2022,40,sysselsatt,388359,388359,1525
2022,18,utdanning,,,4601
2022,30,sysselsatt,756483,756483,5001
2022,44,sysselsatt,833972,833972,4212
2022,21,arbeidsledig,,,3029
2022,24,sysselsatt,648354,648354,3030
2022,46,sysselsatt,371761,371761,0301
2022,45,ufor,21985,333138,3806
2022,33,sysselsatt,692946,692946,3407
2022,33,sysselsatt,665143,665143,3806
2022,10,utdanning,,,5001
2022,22,arbeidsledig,89398,383594,3004
2022,11,utdanning,,,3807
2022,42,sysselsatt,650705,650705,3002
2022,72,pensjonist,,598877,1857
2022,59,sysselsatt,854438,854438,1516
2022,52,sysselsatt,660845,660845,4629
2022,35,sysselsatt,482677,482677,3031
2022,67,pensjonist,,415435,1573
2022,61,ufor,35807,1115929,0301
2022,30,sysselsatt,270707,270707,3025
2022,59,sysselsatt,1085394,1085394,4601
2022,55,sysselsatt,2438750,2438750,5433
2022,49,sysselsatt,1875618,1875618,3423
2022,49,ufor,47698,310035,3024
2022,15,utdanning,,,0301
2022,23,utdanning,61444,61444,3005
2022,37,sysselsatt,790808,790808,4226
2022,5,utdanning,,,0301
2022,56,sysselsatt,1416295,1416295,0301
2022,40,sysselsatt,440258,440258,3426
2022,-3,utdanning,,,
2022,59,ufor,19462,474096,1535
2022,43,arbeidsledig,242941,470632,3005
2022,30,sysselsatt,405754,405754,3023
2022,27,sysselsatt,470187,470187,3003
2022,7,utdanning,,,4601
2022,57,sysselsatt,566301,566301,3024
2022,50,ufor,62635,885532,4627
2022,27,sysselsatt,582752,582752,1520
2022,51,sysselsatt,5272698,5272698,3407
2022,54,arbeidsledig,184710,762180,3001
2022,39,sysselsatt,534810,534810,0301
2022,51,sysselsatt,842937,842937,1507
2022,69,pensjonist,,306637,3041
2022,17,utdanning,,,5001
2022,50,sysselsatt,1472571,1472571,3420
2022,13,utdanning,,,3443
2022,21,utdanning,,,1577
2022,34,sysselsatt,2490544,2490544,4615
2022,75,pensjonist,,376923,0301
2022,23,sysselsatt,1270621,1270621,3407
2022,55,sysselsatt,2914178,2914178,4623
2022,63,sysselsatt,371646,371646,0301
2022,49,sysselsatt,2311505,2311505,3050
2022,3,utdanning,,,5404
2022,13,utdanning,,,0301
2022,54,sysselsatt,1248336,1248336,1101
2022,21,utdanning,66019,66019,3003
2022,30,sysselsatt,428936,428936,3002
2022,20,utdanning,62830,62830,3432
2022,48,sysselsatt,567360,567360,0301
2022,56,sysselsatt,1265180,1265180,1515
2022,16,utdanning,,,3806
2022,10,utdanning,,,3020
2022,73,pensjonist,,350174,3805
2022,28,sysselsatt,98017,98017,4217
2022,7,utdanning,,,5028
2022,86,pensjonist,,,3025
2022,46,sysselsatt,2138128,2138128,4626
2022,79,pensjonist,,,3411
2022,63,sysselsatt,694747,694747,0301
2022,10,utdanning,,,4211
2022,2,utdanning,,,4634
2022,42,sysselsatt,578014,578014,1103
2022,62,sysselsatt,490035,490035,4219
2022,63,sysselsatt,566670,566670,3806
2022,61,sysselsatt,2260704,2260704,5419
2022,20,utdanning,38927,38927,3807
2022,63,sysselsatt,468435,468435,1133
2022,13,utdanning,,,0301
2022,60,sysselsatt,452766,452766,4611
2022,40,sysselsatt,1378326,1378326,5421
2022,27,sysselsatt,584322,584322,5001
2022,27,sysselsatt,1994178,1994178,1106
2022,26,sysselsatt,590455,590455,4211
2022,27,sysselsatt,487226,487226,3419
2022,12,utdanning,,,4601
2022,31,sysselsatt,921897,921897,5428
2022,41,sysselsatt,703488,703488,5025
2022,58,sysselsatt,838090,838090,3004
2022,54,sysselsatt,1201695,1201695,5440
2022,28,sysselsatt,527940,527940,1103
2022,18,utdanning,58048,58048,3011
2022,24,sysselsatt,393533,393533,4601
2022,12,utdanning,,,3020
2022,35,sysselsatt,630383,630383,5001
2022,72,pensjonist,,325067,3807
2022,39,sysselsatt,272000,272000,5401
2022,7,utdanning,,,5006
2022,10,utdanning,,,4617
2022,28,sysselsatt,365460,365460,0301
2022,61,ufor,71226,994633,4644
2022,37,sysselsatt,461227,461227,5401
2022,59,sysselsatt,891628,891628,3025
2022,1,utdanning,,,5001
2022,68,pensjonist,,213046,0301
2022,58,sysselsatt,1163679,1163679,5401
2022,25,sysselsatt,372506,372506,0301
2022,28,sysselsatt,475787,475787,3411
2022,48,sysselsatt,1132641,1132641,3029
2022,-1,utdanning,,,
2022,65,sysselsatt,297570,297570,3001
2022,-3,utdanning,,,
2022,74,pensjonist,,320698,5001
2022,40,sysselsatt,353553,353553,4612
2022,42,sysselsatt,1366673,1366673,5045
2022,53,sysselsatt,907783,907783,4601
2022,28,sysselsatt,1204995,1204995,3017
2022,33,sysselsatt,744872,744872,1151
2022,10,utdanning,,,3029
2022,49,sysselsatt,779677,779677,3801
2022,81,pensjonist,,,3407
2022,54,ufor,35363,688510,5402
2022,31,sysselsatt,1682579,1682579,4601
2022,54,ufor,54002,388954,0301
2022,22,sysselsatt,860231,860231,4601
2022,29,sysselsatt,932884,932884,0301
2022,32,sysselsatt,377962,377962,5052
2022,48,arbeidsledig,216043,462736,3005
2022,23,sysselsatt,,,3003
2022,53,sysselsatt,1761653,1761653,4627
2022,34,sysselsatt,424495,424495,4631
2022,4,utdanning,,,5001
2022,24,sysselsatt,,,0301
2022,61,sysselsatt,545623,545623,4214
2022,38,sysselsatt,971053,971053,3434
2022,42,sysselsatt,533951,533951,4601
2022,36,sysselsatt,706339,706339,5001
2022,50,arbeidsledig,179733,617916,3805
2022,19,utdanning,,,4601
2022,43,sysselsatt,729447,729447,3403
2022,32,sysselsatt,1102261,1102261,3823
2022,59,sysselsatt,724107,724107,3803
2022,38,sysselsatt,552273,552273,4204
2022,30,sysselsatt,683118,683118,1103
2022,63,pensjonist,,420411,3807
2022,21,sysselsatt,420038,420038,5404
2022,54,sysselsatt,875076,875076,3823
2022,69,pensjonist,,549908,5432
2022,21,utdanning,77216,77216,3420
2022,4,utdanning,,,4204
2022,9,utdanning,,,4203
2022,-3,utdanning,,,
2022,8,utdanning,,,5055
2022,24,sysselsatt,,,3004
2022,26,sysselsatt,1059764,1059764,1563
2022,62,sysselsatt,233439,233439,3805
2022,25,sysselsatt,548769,548769,1146
2022,70,pensjonist,,276640,3033
2022,37,sysselsatt,808126,808126,4601
2022,73,pensjonist,,325688,0301
2022,18,utdanning,87964,87964,1856
2022,53,sysselsatt,2062537,2062537,3005
2022,53,sysselsatt,1159140,1159140,3030
2022,32,sysselsatt,310685,310685,3403
2022,36,sysselsatt,333522,333522,5007
2022,26,sysselsatt,209663,209663,0301
2022,19,utdanning,53447,53447,4601
2022,42,arbeidsledig,259308,598335,3003
2022,51,sysselsatt,878523,878523,5001
2022,32,sysselsatt,461586,461586,5045
2022,39,sysselsatt,314958,314958,0301
2022,55,sysselsatt,1644678,1644678,3002
2022,50,arbeidsledig,207561,575783,1108
2022,22,utdanning,,,5001
2022,24,sysselsatt,678141,678141,3440
2022,37,sysselsatt,716995,716995,3001
2022,29,arbeidsledig,133120,323866,3804
2022,65,sysselsatt,880225,880225,3805
2022,49,sysselsatt,1131085,1131085,3824
2022,53,sysselsatt,433327,433327,0301
2022,41,sysselsatt,480948,480948,3804
2022,12,utdanning,,,1149
2022,31,sysselsatt,545031,545031,1547
2022,37,sysselsatt,402489,402489,3044
2022,41,sysselsatt,452012,452012,4204
2022,33,sysselsatt,297459,297459,3411
2022,37,sysselsatt,1107383,1107383,3423
2022,45,sysselsatt,927626,927626,0301
2022,58,sysselsatt,426507,426507,3049
2022,30,sysselsatt,927726,927726,0301
2022,22,sysselsatt,467666,467666,1108
2022,46,sysselsatt,526205,526205,5001
2022,7,utdanning,,,3430
2022,54,sysselsatt,1320010,1320010,3023
2022,27,sysselsatt,822719,822719,1806
2022,53,sysselsatt,3364914,3364914,4632
2022,6,utdanning,,,3025
2022,29,sysselsatt,1038986,1038986,1145
2022,34,sysselsatt,353262,353262,3024
2022,19,utdanning,75006,75006,1134
2022,17,utdanning,,,1103
2022,43,sysselsatt,783356,783356,3002
2022,37,sysselsatt,576208,576208,1103
2022,71,pensjonist,,384235,1804
2022,31,sysselsatt,518353,518353,1108
2022,31,sysselsatt,418321,418321,3423
2022,53,sysselsatt,1029378,1029378,0301
2022,49,sysselsatt,2666992,2666992,4647
2022,49,sysselsatt,744156,744156,4213
2022,16,utdanning,,,4636
2022,44,arbeidsledig,111057,508711,5401
2022,19,utdanning,,,1507
2022,42,sysselsatt,1157483,1157483,4643
2022,23,sysselsatt,,,5415
2022,22,utdanning,40239,40239,1103
2022,54,sysselsatt,1389654,1389654,1539
2022,35,sysselsatt,1376109,1376109,0301
2022,-3,utdanning,,,
2022,13,utdanning,41319,41319,1103
2022,26,sysselsatt,465648,465648,0301
2022,38,sysselsatt,821280,821280,5033
2022,54,sysselsatt,568529,568529,1507
2022,8,utdanning,,,4627
2022,9,utdanning,,,3024
2022,14,utdanning,32121,32121,1507
2022,31,sysselsatt,194522,194522,3028
2022,52,sysselsatt,657145,657145,3807
2022,59,sysselsatt,860623,860623,3003
2022,55,sysselsatt,1621757,1621757,4627
2022,71,pensjonist,,435309,5441
2022,58,sysselsatt,1211684,1211684,0301
2022,36,sysselsatt,651416,651416,1121
2022,78,pensjonist,,,3049
2022,52,sysselsatt,1764709,1764709,0301
2022,37,sysselsatt,649472,649472,5001
2022,16,utdanning,,,4221
2022,57,sysselsatt,590613,590613,5406
2022,26,sysselsatt,328813,328813,4601
2022,-2,utdanning,,,
2022,56,ufor,30003,1026724,3449
2022,21,utdanning,30311,30311,5401
2022,31,sysselsatt,350639,350639,3045
2022,46,sysselsatt,933695,933695,5401
2022,4,utdanning,,,1103
2022,24,sysselsatt,,,3429
2022,86,pensjonist,,,4601
2022,40,sysselsatt,196574,196574,1804
2022,46,sysselsatt,1794370,1794370,1525
2022,38,sysselsatt,588899,588899,5401
2022,27,sysselsatt,229366,229366,1576
2022,-3,utdanning,,,
2022,5,utdanning,,,5001
2022,22,utdanning,,,1837
2022,68,pensjonist,,274963,3020
2022,52,sysselsatt,997091,997091,0301
2022,49,sysselsatt,770642,770642,4601
2022,35,sysselsatt,581200,581200,3049
2022,17,utdanning,,,5424
2022,26,sysselsatt,439103,439103,0301
2022,73,pensjonist,,221488,4601
2022,10,utdanning,,,4630
2022,62,sysselsatt,469725,469725,1133
2022,51,sysselsatt,1185140,1185140,3407
2022,39,sysselsatt,391855,391855,3005
2022,37,sysselsatt,373565,373565,0301
2022,-2,utdanning,,,
2022,72,pensjonist,,348406,4204
2022,46,sysselsatt,1124036,1124036,3821
2022,61,sysselsatt,317424,317424,1834
2022,16,utdanning,,,1813
2022,57,ufor,47349,979430,0301
2022,49,sysselsatt,1011722,1011722,5001
2022,50,sysselsatt,897923,897923,3030
2022,21,utdanning,30338,30338,4601
2022,42,sysselsatt,684273,684273,3022
2022,36,sysselsatt,616050,616050,1507
2022,42,sysselsatt,331537,331537,3054
2022,70,pensjonist,,312628,5404
2022,42,sysselsatt,348731,348731,0301
2022,28,sysselsatt,539928,539928,5421
2022,42,sysselsatt,1964422,1964422,3017
2022,42,sysselsatt,1493387,1493387,0301
2022,41,sysselsatt,744687,744687,0301
2022,9,utdanning,,,4645
2022,1,utdanning,,,3803
2022,73,pensjonist,,446502,3040
2022,12,utdanning,,,3805
2022,45,sysselsatt,402556,402556,0301
2022,61,ufor,61905,977356,0301
2022,33,sysselsatt,509487,509487,3005
2022,29,sysselsatt,719990,719990,5026
2022,55,sysselsatt,880274,880274,3026
2022,27,arbeidsledig,252520,563607,0301
2022,41,sysselsatt,269784,269784,1507
2022,83,pensjonist,,,3017
2022,30,sysselsatt,683754,683754,3024
2022,21,utdanning,20075,20075,3001
2022,35,arbeidsledig,101592,360303,0301
2022,35,sysselsatt,599965,599965,5001
2022,56,sysselsatt,945274,945274,3411
2022,17,utdanning,,,5001
2022,50,sysselsatt,1796128,1796128,1106
2022,9,utdanning,,,3024
2022,28,sysselsatt,1126178,1126178,3811
2022,73,pensjonist,,321920,5001
2022,45,sysselsatt,440011,440011,5001
2022,44,sysselsatt,498888,498888,1127
2022,42,sysselsatt,1828823,1828823,5401
2022,8,utdanning,,,1836
2022,62,sysselsatt,757904,757904,3025
2022,-3,utdanning,,,
2022,5,utdanning,,,3805
2022,43,sysselsatt,1634188,1634188,1813
2022,17,utdanning,,,5001
2022,78,pensjonist,,,3023
2022,-3,utdanning,,,
2022,31,sysselsatt,1026673,1026673,4601
2022,56,arbeidsledig,355370,1064022,1103
2022,25,sysselsatt,1156927,1156927,3436
2022,35,sysselsatt,334600,334600,3808
2022,45,sysselsatt,260629,260629,4202
2022,36,sysselsatt,865566,865566,0301
2022,20,sysselsatt,,,5041
2022,38,sysselsatt,685253,685253,3420
2022,50,sysselsatt,1583269,1583269,1857
2022,33,sysselsatt,402067,402067,3031
2022,37,sysselsatt,1802216,1802216,0301
2022,72,pensjonist,,514974,5401
2022,57,sysselsatt,1726602,1726602,4205
2022,33,sysselsatt,1213818,1213818,3006
2022,48,sysselsatt,721402,721402,4601
2022,34,sysselsatt,837438,837438,4625
2022,41,sysselsatt,1293154,1293154,1866
2022,44,sysselsatt,701963,701963,4601
2022,34,sysselsatt,575567,575567,3051
2022,35,sysselsatt,667567,667567,0301
2022,-3,utdanning,,,
2022,44,sysselsatt,877637,877637,1520
2022,33,sysselsatt,702306,702306,5038
2022,53,sysselsatt,3706845,3706845,3807
2022,0,utdanning,,,0301
2022,28,sysselsatt,370434,370434,0301
2022,29,sysselsatt,768472,768472,3030
2022,30,sysselsatt,790498,790498,5032
2022,21,sysselsatt,971899,971899,1507
2022,35,sysselsatt,1088889,1088889,3025
2022,53,sysselsatt,438583,438583,5038
2022,52,arbeidsledig,389052,536952,3025
2022,47,ufor,41069,311490,0301
2022,15,utdanning,,,3414
2022,12,utdanning,,,3025
2022,23,sysselsatt,763147,763147,4617
2022,77,pensjonist,,,4601
2022,5,utdanning,,,3453
2022,38,sysselsatt,429732,429732,1507
2022,44,sysselsatt,373211,373211,3020
2022,27,sysselsatt,736640,736640,3005
2022,63,sysselsatt,873655,873655,0301
2022,61,sysselsatt,776255,776255,1865
2022,52,sysselsatt,1651808,1651808,4227
2022,29,sysselsatt,684870,684870,4203
2022,50,sysselsatt,909292,909292,3815
2022,36,sysselsatt,1211416,1211416,1149
2022,54,sysselsatt,1098968,1098968,3051
2022,33,sysselsatt,287982,287982,1838
2022,53,sysselsatt,838116,838116,4204
2022,48,sysselsatt,1244973,1244973,3029
2022,8,utdanning,,,3807
2022,41,sysselsatt,847011,847011,4651
2022,62,sysselsatt,801287,801287,1871
2022,-3,utdanning,,,
2022,82,pensjonist,,,3005
2022,26,sysselsatt,729759,729759,0301
2022,31,sysselsatt,782493,782493,5411
2022,29,sysselsatt,1076704,1076704,1122
2022,53,sysselsatt,1341834,1341834,1103
2022,59,ufor,36545,433711,0301
2022,33,sysselsatt,838096,838096,3003
2022,41,sysselsatt,2679268,2679268,3439
2022,27,sysselsatt,762209,762209,3030
2022,62,sysselsatt,391999,391999,4204
2022,23,sysselsatt,590669,590669,5411
2022,-3,utdanning,,,
2022,89,pensjonist,,,3007
2022,37,sysselsatt,590133,590133,1871
2022,79,pensjonist,,,3025
2022,17,utdanning,,,4650
2022,38,sysselsatt,503075,503075,1101
2022,58,sysselsatt,474405,474405,3814
2022,42,sysselsatt,478543,478543,3049
2022,35,sysselsatt,392293,392293,5424
2022,65,pensjonist,,263923,3414
2022,-3,utdanning,,,
2022,40,sysselsatt,581730,581730,3034
2022,35,sysselsatt,329645,329645,5438
2022,77,pensjonist,,,3420
2022,24,sysselsatt,,,4202
2022,16,utdanning,,,3033
2022,7,utdanning,,,5405
2022,23,sysselsatt,,,4204
2022,2,utdanning,,,1106
2022,31,sysselsatt,1012361,1012361,4204
2022,58,sysselsatt,1100601,1100601,3436
2022,26,sysselsatt,458431,458431,4211
2022,58,sysselsatt,421858,421858,3805
2022,78,pensjonist,,,0301
2022,31,sysselsatt,1421560,1421560,4204
2022,41,sysselsatt,535632,535632,3805
2022,33,sysselsatt,710431,710431,4643
2022,46,sysselsatt,540721,540721,3002
2022,39,sysselsatt,314013,314013,1130
2022,18,utdanning,73629,73629,3024
2022,8,utdanning,,,3025
2022,35,sysselsatt,1225941,1225941,3024
2022,53,sysselsatt,1324026,1324026,3451
2022,75,pensjonist,,435351,1103
2022,36,sysselsatt,839808,839808,0301
2022,35,sysselsatt,434329,434329,1506
2022,46,sysselsatt,454649,454649,4601
2022,37,sysselsatt,728588,728588,5022
2022,0,utdanning,,,4214
2022,38,sysselsatt,501353,501353,3024
2022,26,sysselsatt,792148,792148,4621
2022,47,arbeidsledig,599597,1471474,3414
2022,37,sysselsatt,656549,656549,3048
2022,49,sysselsatt,2447737,2447737,3004
2022,38,sysselsatt,614474,614474,3821
2022,73,pensjonist,,330425,5042
2022,57,sysselsatt,2035358,2035358,3033
2022,20,utdanning,101163,101163,0301
2022,27,sysselsatt,268236,268236,5418
2022,52,sysselsatt,1213474,1213474,4201
2022,27,arbeidsledig,135676,372782,4601
2022,40,sysselsatt,420164,420164,1149
2022,51,sysselsatt,1600516,1600516,3421
2022,48,ufor,25036,370715,3020
2022,14,utdanning,,,4617
2022,33,arbeidsledig,103817,256210,3024
2022,19,utdanning,,,1108
2022,31,sysselsatt,532938,532938,3002
2022,56,sysselsatt,546056,546056,3007
2022,41,sysselsatt,837564,837564,0301
2022,51,sysselsatt,797090,797090,3806
2022,64,sysselsatt,723652,723652,3025
2022,43,sysselsatt,956816,956816,5001
2022,74,pensjonist,,351191,4202
2022,36,arbeidsledig,202378,1306309,5421
2022,43,ufor,39507,368782,4212
2022,-3,utdanning,,,
2022,46,arbeidsledig,415757,1007655,0301
2022,41,sysselsatt,425000,425000,4621
2022,25,sysselsatt,595926,595926,1507
2022,41,arbeidsledig,234706,1209477,0301
2022,37,sysselsatt,728656,728656,5044
2022,35,sysselsatt,319919,319919,5001
2022,32,sysselsatt,905287,905287,4204
2022,32,sysselsatt,670228,670228,3030
2022,31,sysselsatt,729971,729971,3043
2022,63,sysselsatt,618075,618075,5059
2022,71,pensjonist,,156372,1804
2022,26,sysselsatt,597845,597845,0301
2022,25,sysselsatt,660135,660135,1111
2022,3,utdanning,,,3030
2022,18,utdanning,46745,46745,3431
2022,58,ufor,59004,752529,3024
2022,18,utdanning,,,4614
2022,72,pensjonist,,206692,4228
2022,-3,utdanning,,,
2022,28,sysselsatt,297342,297342,1103
2022,35,sysselsatt,415695,415695,1145
2022,43,sysselsatt,203929,203929,3018
2022,33,sysselsatt,409242,409242,3807
2022,38,sysselsatt,832733,832733,3403
2022,61,ufor,33506,668056,1103
2022,58,sysselsatt,2717823,2717823,3421
2022,45,sysselsatt,1261626,1261626,3025
2022,2,utdanning,,,5055
2022,54,sysselsatt,1028750,1028750,0301
2022,53,sysselsatt,1340667,1340667,0301
2022,33,sysselsatt,394732,394732,5001
2022,17,utdanning,101048,101048,0301
2022,9,utdanning,,,3029
2022,65,pensjonist,,543561,5001
2022,37,sysselsatt,1070366,1070366,5001
2022,39,sysselsatt,896496,896496,1845
2022,23,sysselsatt,,,3806
2022,49,ufor,55815,785620,0301
2022,23,sysselsatt,605616,605616,1108
2022,45,sysselsatt,646700,646700,5001
2022,25,sysselsatt,529615,529615,4614
2022,54,sysselsatt,931536,931536,4624
2022,-3,utdanning,,,
2022,7,utdanning,,,5001
2022,58,sysselsatt,676672,676672,3004
2022,66,arbeidsledig,143138,329545,3803
2022,-3,utdanning,,,
2022,37,sysselsatt,1035767,1035767,3004
2022,38,sysselsatt,373535,373535,3030
2022,22,sysselsatt,,,4613
2022,51,ufor,45989,481161,4635
2022,27,sysselsatt,500338,500338,5042
2022,37,sysselsatt,571811,571811,5427
2022,6,utdanning,,,5412
2022,39,sysselsatt,514041,514041,1111
2022,67,pensjonist,,279351,3020
2022,24,sysselsatt,425640,425640,3446
2022,46,sysselsatt,588292,588292,4627
2022,5,utdanning,,,3025
2022,39,sysselsatt,805135,805135,3806
2022,9,utdanning,,,3805
2022,20,utdanning,23026,23026,3020
2022,0,utdanning,,,4626
2022,42,sysselsatt,472824,472824,1103
2022,34,sysselsatt,397006,397006,3019
2022,68,pensjonist,,332974,3020
2022,59,sysselsatt,394523,394523,3025
2022,36,sysselsatt,899691,899691,5001
2022,49,sysselsatt,1390287,1390287,4619
2022,46,sysselsatt,1041582,1041582,1839
2022,13,utdanning,,,1112
2022,39,ufor,30888,346529,3033
2022,49,sysselsatt,1312525,1312525,1870
2022,33,sysselsatt,1187737,1187737,3439
2022,42,sysselsatt,882857,882857,4203
2022,12,utdanning,,,5044
2022,48,sysselsatt,1347502,1347502,5001
2022,46,sysselsatt,893335,893335,1811
2022,77,pensjonist,,,1160
2022,30,sysselsatt,313368,313368,5001
2022,-3,utdanning,,,
2022,41,sysselsatt,636239,636239,5001
2022,16,utdanning,,,3005
2022,47,sysselsatt,667557,667557,4602
2022,29,sysselsatt,524102,524102,0301
2022,45,ufor,27527,209542,5401
2022,54,sysselsatt,572898,572898,0301
2022,44,sysselsatt,644805,644805,1149
2022,60,sysselsatt,369368,369368,1845
2022,67,pensjonist,,119027,4204
2022,32,sysselsatt,349513,349513,3805
2022,-3,utdanning,,,
2022,26,sysselsatt,511904,511904,1820
2022,-3,utdanning,,,
2022,16,utdanning,,,3026
2022,8,utdanning,,,3804
2022,-3,utdanning,,,
2022,70,pensjonist,,576852,3801
2022,46,sysselsatt,336612,336612,0301
2022,55,sysselsatt,690171,690171,5417
2022,42,sysselsatt,315642,315642,1103
2022,77,pensjonist,,,0301
2022,49,sysselsatt,1525743,1525743,5001
2022,5,utdanning,,,3411
2022,1,utdanning,,,5001
2022,31,sysselsatt,1297104,1297104,3819
2022,45,sysselsatt,475763,475763,1103
2022,57,sysselsatt,901051,901051,5426
2022,71,pensjonist,,462658,0301
2022,48,sysselsatt,473434,473434,3816
2022,61,sysselsatt,474777,474777,3023
2022,-3,utdanning,,,
2022,24,sysselsatt,,,0301
2022,24,sysselsatt,756605,756605,3419
2022,50,sysselsatt,1070209,1070209,3805
2022,45,sysselsatt,989365,989365,5433
2022,18,utdanning,73252,73252,0301
2022,51,sysselsatt,2069614,2069614,3025
2022,42,sysselsatt,370911,370911,4601
2022,43,sysselsatt,547154,547154,4204
2022,45,sysselsatt,845347,845347,0301
2022,58,ufor,46402,1616674,5001
2022,43,sysselsatt,481987,481987,3807
2022,46,sysselsatt,1067207,1067207,4204
2022,41,sysselsatt,1728702,1728702,3807
2022,25,sysselsatt,521530,521530,3416
2022,39,sysselsatt,443371,443371,1516
2022,58,sysselsatt,795436,795436,4204
2022,21,utdanning,,,3804
2022,27,sysselsatt,183417,183417,3046
2022,19,utdanning,31672,31672,4204
2022,61,sysselsatt,256892,256892,3003
2022,55,sysselsatt,1253945,1253945,1865
2022,57,arbeidsledig,363454,983850,1813
2022,24,sysselsatt,,,1149
2022,42,sysselsatt,825865,825865,4621
2022,63,pensjonist,,567592,3029
2022,19,utdanning,29617,29617,0301
2022,11,utdanning,,,4205
2022,26,sysselsatt,730052,730052,1506
2022,34,sysselsatt,465111,465111,3005
2022,41,sysselsatt,952219,952219,5001
2022,22,utdanning,,,0301
2022,31,sysselsatt,1015346,1015346,3005
2022,69,pensjonist,,731237,0301
2022,46,sysselsatt,280316,280316,3025
2022,31,sysselsatt,371235,371235,0301
2022,13,utdanning,,,5402
2022,22,utdanning,,,5430
2022,50,sysselsatt,1444103,1444103,3020
2022,47,sysselsatt,372004,372004,3033
2022,61,sysselsatt,374003,374003,5439
2022,42,sysselsatt,433365,433365,4601
2022,50,ufor,47329,464260,3004
2022,55,sysselsatt,1091613,1091613,4601
2022,42,sysselsatt,503488,503488,5401
2022,57,ufor,81902,917512,3825
2022,31,sysselsatt,823076,823076,3807
2022,68,pensjonist,,355513,3001
2022,57,ufor,54103,351672,4601
2022,80,pensjonist,,,1806
2022,59,sysselsatt,739441,739441,3411
2022,24,sysselsatt,906965,906965,4601
2022,49,sysselsatt,1678885,1678885,1506
2022,92,pensjonist,,,4649
2022,23,sysselsatt,378341,378341,0301
2022,35,sysselsatt,1019413,1019413,5424
